Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,RT similarity,m/z similarity,Simple dot product,Weighted dot product,Reverse dot product,Matched peaks count,Matched peaks percentage,Total score,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,20250225_Lipids_Blank_pos_03,20250225_Lipids_Blank_pos_04,20250225_Lipids_LC_pos_01,20250225_Lipids_LC_pos_02,20250225_Lipids_LC_pos_03,20250225_Lipids_LC_pos_04,20250225_Lipids_LC_pos_05,20250225_Lipids_LC_pos_06,20250225_Lipids_LC_pos_07,20250225_Lipids_LC_pos_08,20250225_Lipids_LC_pos_09,20250225_Lipids_LC_pos_10,20250225_Lipids_LC_pos_11,20250225_Lipids_LC_pos_12,20250225_Lipids_LC_pos_13,20250225_Lipids_LC_pos_14
21320,10.326,1439.27869,Unknown,[M+H]+,null,0.19,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21320,0,0,null,null,null,null,null,null,null,19163.79,20250225_Lipids_LC_pos_04,1439.27869:12287 1440.28335:0 1441.28802:70600,null,0,0,0,0,102200,159492,9483,103468,45306,64094,0,0,0,0,0,0
21321,10.303,1439.46619,Unknown,[M+H]+,null,0.38,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21321,0,0,null,null,null,null,null,null,null,51437.24,20250225_Lipids_LC_pos_04,1439.46619:229316 1440.47085:1935693 1441.47552:0,null,0,0,0,0,357665,635613,151118,233036,120573,493062,0,0,0,0,24721,0
21322,10.315,1439.62561,Unknown,[M+2H]2+,null,0.38,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21322,0,0,null,null,null,null,null,null,null,119543.3,20250225_Lipids_LC_pos_08,1439.62561:343757 1440.63028:1155672 1441.63495:76768,null,0,0,0,0,1404881,2217090,574702,1132252,987895,2277873,4673,19214,0,27464,49530,9661
21323,10.31,1439.79456,Unknown,[M+2H]2+,null,0.5,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21323,0,0,null,null,null,null,null,null,null,141124.6,20250225_Lipids_LC_pos_04,1439.79456:832976 1440.79922:1138125 1441.80389:0,103.70741:2338 103.77623:2296 107.09632:2282 107.71286:2426 120.08031:7607 122.18714:2492 143.11725:2960 143.58360:2590 145.41240:3076 147.07571:4998 157.13354:4252 160.04253:3421 169.06088:9128 183.11346:4119 185.12828:9786 186.08711:22719 212.10403:5469 217.13457:7829 242.14960:5911 245.12923:12970 254.14688:4949 260.16010:5649 284.19623:4644 285.15640:5982 289.08594:10054 299.17184:13036 325.18979:4978 344.12854:4585 344.19681:6417 354.11197:14814 355.23407:8249 370.20895:9420 372.12271:87440 373.12628:11174 390.13406:44719 398.24066:4900 435.89978:4556 443.19553:5608 453.18307:4490 456.28314:8651 468.31342:10057 471.19174:87710 472.19394:15668 489.20233:72645 490.20303:12118 525.33984:8055 527.32172:7005 529.27789:17350 530.27631:5864 570.25653:6238 581.40448:9456 588.27289:29872 589.27533:6334 638.42352:7447 640.40179:7135 642.36139:11386 645.29297:41910 646.29242:11555 713.39886:6984 753.48804:10287 756.39697:6307 758.37793:13878 788.42993:13347 841.41144:11709 856.13745:4582 859.43652:6982 912.44812:19289 913.44849:8523 998.96527:5339 1043.53918:4825 1130.71936:4513,0,4145,0,0,3444099,4728149,1195204,2503753,2053968,4446791,31024,76011,4152,50462,195685,62399
21324,12.066,1439.94324,Unknown,[M+H]+,null,0.5,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21324,0,0,null,null,null,null,null,null,null,69024.45,20250225_Lipids_LC_pos_03,1439.94324:563766 1440.94791:418437 1441.95257:120256,102.00880:2199 105.95128:2610 108.16637:2681 146.65736:2934 149.20058:2744 204.24763:3480 359.09311:4385 750.44281:160128 776.46332:6235 813.89020:4488,0,0,0,0,2352085,2326390,666006,1242851,2033943,1606406,22056,0,22017,23511,312780,62705
21325,10.305,1439.96106,Unknown,[M+2H]2+,null,0.63,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21325,0,0,null,null,null,null,null,null,null,90418.02,20250225_Lipids_LC_pos_04,1439.96106:1633101 1440.96573:805278 1441.97040:0,106.60098:2668 120.08037:4703 136.50029:2886 143.11696:3698 149.39343:4367 150.41547:3615 151.00926:3472 155.10468:3474 157.09731:3347 157.13394:5200 160.04118:3841 169.06078:4208 171.11378:4092 173.12923:3858 173.51596:24374 184.04214:3844 185.12790:12506 186.08723:19639 197.12845:5312 203.85696:3721 217.13455:5543 242.14977:10058 245.12888:12322 255.15399:3571 260.16086:9761 261.15924:3807 284.19882:7430 285.15601:9027 289.08554:10904 299.17163:17423 325.18674:8027 343.19550:5132 344.12805:7480 344.19861:9794 354.11203:12636 355.23434:11817 359.17084:7968 362.13773:6204 370.20911:10734 372.12286:92647 373.12561:16496 390.13293:49542 391.13501:6606 398.24088:7240 401.21875:4676 443.19510:5386 456.28647:5888 458.24167:5177 468.31824:9845 471.19122:97599 472.19272:17114 473.18860:6275 489.20239:63890 489.27591:7130 490.20691:15644 491.19638:5706 510.36987:4293 525.33691:5898 527.31830:8930 529.27972:17433 539.35760:5918 581.17328:4697 581.40546:10707 588.27100:34917 589.27063:9779 622.38635:5821 626.39032:9773 638.42419:7121 642.35999:13144 645.29254:48018 646.29346:10196 697.41711:5413 753.48950:5580 757.39423:4656 758.37610:12395 765.51007:4743 788.43121:11926 789.43384:7463 822.53046:4250 841.41547:8627 861.43280:4672 912.44568:22247 913.45544:10716,0,0,0,0,6549208,9677596,2070831,4799596,3726668,8380786,64476,115887,3951,175809,447082,94548
21326,11.603,1440.03577,Unknown,[M+H]+,null,0.25,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21326,0,0,null,null,null,null,null,null,null,107617.7,20250225_Lipids_LC_pos_08,1440.03577:864391 1441.04043:0 1442.04510:0,null,0,0,0,0,827177,1071912,30438,0,2805292,1736989,0,0,0,0,0,0
21327,14.914,1440.10132,Unknown,[M+H]+,null,0.44,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21327,0,0,null,null,null,null,null,null,null,168.12,20250225_Lipids_LC_pos_08,1440.10132:1944208 1441.10599:1974528 1442.11065:918865,92.58824:2129 94.38348:2111 96.77277:2169 100.28130:2306 114.99916:2354 142.25381:2982 148.75450:3828 153.84706:2832 154.78798:3639 268.06387:3883 282.27878:8922 299.52505:4386 313.27469:6053 341.30942:4920 404.32465:3360 482.32349:3956 578.51910:6922 579.53448:1055016 580.53961:7151 581.54602:5711 904.45184:4531,0,0,0,0,8900525,10734089,1453197,8203275,5685243,13277249,0,0,0,16535,108762,8306
21328,12.475,1440.85413,Unknown,[M+2H]2+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21328,0,0,null,null,null,null,null,null,null,5.44,20250225_Lipids_LC_pos_03,1440.85413:21310 1441.85879:0 1442.86346:0,null,0,0,0,0,110393,103517,8676,0,0,0,0,0,0,0,0,0
21329,11.494,1440.85583,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21329,0,0,null,null,null,null,null,null,null,11465.06,20250225_Lipids_LC_pos_05,1440.85583:9611 1441.86050:0 1442.86517:0,null,0,0,0,0,61530,108834,84515,0,0,0,0,0,0,0,0,0
21330,12.05,1441.04797,Unknown,[M+H]+,null,0.38,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21330,0,0,null,null,null,null,null,null,null,307089.7,20250225_Lipids_LC_pos_08,1441.04797:1635732 1442.05264:1180135 1443.05731:579333,null,0,0,0,0,1738182,2653992,167407,3525267,3609847,7220184,0,4714,0,0,15040,12552
21331,12.62,1441.30591,Unknown,[M+2H]2+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21331,0,0,null,null,null,null,null,null,null,29227.75,20250225_Lipids_LC_pos_04,1441.30591:41404 1442.31058:70052 1443.31524:0,null,0,0,0,0,99765,113143,0,10153,23983,29586,0,0,0,0,0,0
21332,9.49,1441.99683,Unknown,[M+H]+,null,0.25,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21332,0,0,null,null,null,null,null,null,null,16.61,20250225_Lipids_LC_pos_08,1441.99683:86196 1443.00149:37537 1444.00616:0,null,0,0,0,0,100089,260227,5581,65945,223811,458388,0,0,0,3759,0,0
21333,12.365,1442.09631,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21333,0,0,null,null,null,null,null,null,null,43228.81,20250225_Lipids_LC_pos_04,1442.09631:56395 1443.10098:112816 1444.10565:0,null,0,0,0,0,75638,193782,29339,0,0,0,0,0,0,0,0,0
21334,12.319,1442.3468,Unknown,[M+2H]2+,null,0.19,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21334,0,0,null,null,null,null,null,null,null,58117.94,20250225_Lipids_LC_pos_04,1442.34680:68372 1443.35147:49072 1444.35614:0,null,0,0,0,0,377737,708328,86183,0,0,0,0,0,0,0,0,0
21335,10.309,1442.4635,Unknown,[M+2H]2+,null,0.5,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21335,0,0,null,null,null,null,null,null,null,301750.2,20250225_Lipids_LC_pos_04,1442.46350:794977 1443.46817:3401388 1444.47284:252501,null,0,0,0,0,4220707,5418036,1332310,2719196,2746548,4294098,14741,33030,4624,81234,198039,16824
21336,12.326,1442.60083,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21336,0,0,null,null,null,null,null,null,null,20499.29,20250225_Lipids_LC_pos_04,1442.60083:222269 1443.60550:0 1444.61017:0,null,0,0,0,0,293263,788398,56457,0,0,0,0,7385,0,0,0,0
21337,10.303,1442.63171,Unknown,[M+2H]2+,null,0.63,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21337,0,0,null,null,null,null,null,null,null,328594.8,20250225_Lipids_LC_pos_04,1442.63171:2134124 1443.63638:2720947 1444.64105:60093,null,0,0,0,0,9613315,15153466,3539504,6794070,6117418,12373396,45681,167910,17775,336247,558639,161916
21338,10.303,1442.79822,Unknown,[M+2H]2+,null,0.69,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21338,0,0,null,null,null,null,null,null,null,4116.9,20250225_Lipids_LC_pos_12,1442.80078:157557 1443.80545:50649 1444.81012:0,114.40170:2838 127.40273:3183 131.82130:3103 136.49158:3234 159.48351:4435 173.51192:6094 195.96390:3653 252.24400:4363 323.50497:4147 328.96173:4051 372.12231:4368 376.65961:4202 440.66864:4106 471.19208:7681 489.20251:9748 578.88550:5149 588.26947:6994 645.28418:5334 758.38049:6632 789.43439:6034 912.45294:4936 975.53253:4631 1363.75037:4242,0,0,0,0,15992113,25368295,5938056,11517793,11084793,22535963,191679,337076,36720,589993,1051992,314445
21339,9.979,1442.80103,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21339,0,0,null,null,null,null,null,null,null,37.54,20250225_Lipids_LC_pos_05,1442.80103:112445 1443.80569:47144 1444.81036:0,null,0,0,0,0,1331703,3669865,953098,696242,851174,1112143,11607,63880,3551,71120,156920,9737
21340,9.966,1442.96667,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21340,0,0,null,null,null,null,null,null,null,25.43,20250225_Lipids_LC_pos_13,1442.96667:53553 1443.97134:15728 1444.97601:0,null,0,0,0,0,1607393,3997513,1429842,1186394,1073194,2914448,41206,20603,6404,34470,311191,18050
21341,12.414,1442.99243,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21341,0,0,null,null,null,null,null,null,null,39447.87,20250225_Lipids_LC_pos_03,1442.99243:86478 1443.99710:0 1445.00177:0,null,0,3512,0,0,587592,474892,39232,0,0,0,0,0,0,0,0,0
21342,0.728,1443.46338,Unknown,[M+2H]2+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21342,0,0,null,null,null,null,null,null,null,3.08,20250225_Lipids_LC_pos_03,1443.46338:23738 1444.46805:20193 1445.47271:11725,null,0,0,0,0,54071,43571,0,0,0,0,0,0,0,0,0,0
21343,9.973,1443.46814,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21343,0,0,null,null,null,null,null,null,null,12.5,20250225_Lipids_LC_pos_03,1443.46814:203108 1444.47281:0 1445.47748:0,null,0,0,0,0,1471170,3235706,656853,874963,759401,2061674,11529,7615,3992,13645,210769,45522
21344,0.725,1443.96362,Unknown,[M+2H]2+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21342,1,0,null,null,null,null,null,null,null,4.21,20250225_Lipids_LC_pos_04,1443.96362:35398 1444.96829:0 1445.97296:0,null,0,0,0,0,56235,71338,29518,0,0,0,0,0,0,0,0,0
21345,12.381,1443.97803,Unknown,[M+H]+,null,0.19,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21345,0,0,null,null,null,null,null,null,null,239.41,20250225_Lipids_LC_pos_08,1443.97803:1732914 1444.98270:1597078 1445.98736:367026,153.90260:3026 162.10287:3449 163.76080:3761 164.82268:3625 165.57611:3716 173.53648:8692 179.98177:84772 312.51123:3996 549.48999:4437 575.50378:13089 685.41974:37615 697.56915:4541 711.43805:46903 728.46271:165214 754.47797:172688 802.69238:5117 833.89282:4406,0,0,0,0,665426,198136,0,3759731,5452734,10015499,0,0,0,0,0,0
21346,12.143,1443.97961,Unknown,[M+H]+,null,0.69,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21346,0,0,null,null,null,null,null,null,null,8437.46,20250225_Lipids_LC_pos_08,1443.97961:2887166 1444.98428:2593849 1445.98895:1069396,127.68984:3223 127.69967:2814 132.57434:3428 134.68338:2937 136.93935:3598 161.97173:5246 163.21201:3469 179.98228:169268 220.39595:3892 224.24179:3815 282.67752:4775 528.82739:4359 549.48517:6812 575.50287:18469 587.51221:5736 613.45673:12214 685.42139:68965 711.43604:84815 728.46277:272589 754.47845:316013 1078.09119:4259,0,0,0,0,29222008,28384647,11644176,16865152,22960283,26716890,543124,8987,946615,660810,1187221,364702
21347,13.146,1444.04443,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21347,0,0,null,null,null,null,null,null,null,9.92,20250225_Lipids_LC_pos_11,1444.04443:41347 1445.04910:0 1446.05377:0,null,0,0,0,0,0,0,0,0,0,0,0,0,30750,0,0,0
21348,12.269,1444.08997,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21348,0,0,null,null,null,null,null,null,null,44846.06,20250225_Lipids_LC_pos_08,1444.08997:89835 1445.09463:0 1446.09930:0,null,0,0,0,0,0,0,0,0,0,158804,0,0,0,62678,0,0
21349,12.631,1444.31384,Unknown,[M+2H]2+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21349,0,0,null,null,null,null,null,null,null,9696.62,20250225_Lipids_LC_pos_04,1444.31384:78547 1445.31851:0 1446.32318:0,null,0,0,0,0,165397,247054,73387,25336,103557,0,0,0,0,0,0,0
21350,3.724,1444.35657,Unknown,[M+2H]2+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21350,0,0,null,null,null,null,null,null,null,11727,20250225_Lipids_LC_pos_11,1444.35657:18044 1445.36124:19997 1446.36590:0,null,0,0,0,0,0,0,0,0,0,0,28174,4277,52199,0,0,0
21351,11.625,1445.10132,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21351,0,0,null,null,null,null,null,null,null,1019066,20250225_Lipids_LC_pos_12,1445.10132:1870586 1446.10599:0 1447.11065:0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,4998438,0,724255
21352,10.012,1445.12878,Unknown,[M+2H]2+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21352,0,0,null,null,null,null,null,null,null,60275.25,20250225_Lipids_LC_pos_04,1445.12878:104530 1446.13345:349387 1447.13812:0,null,0,0,0,0,257328,722190,72408,79003,87457,282566,0,0,0,0,0,0
21353,7.21,1445.30981,Unknown,[M+2H]2+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21353,0,0,null,null,null,null,null,null,null,19174.08,20250225_Lipids_LC_pos_13,1445.30981:199084 1446.31448:274286 1447.31915:98470,null,0,0,0,0,11169,0,4380,0,259360,5576,0,0,0,0,1398772,0
21354,3.645,1445.35742,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21354,0,0,null,null,null,null,null,null,null,10.43,20250225_Lipids_LC_pos_11,1445.35742:17369 1446.36209:0 1447.36676:0,null,0,0,0,0,0,5898,8324,0,0,0,27100,4504,157772,0,0,0
21355,9.484,1445.46814,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21355,0,0,null,null,null,null,null,null,null,22.69,20250225_Lipids_LC_pos_05,1445.46814:63133 1446.47281:16714 1447.47748:0,null,0,0,0,0,316888,367753,219741,610614,311045,279676,15112,24720,0,12897,25404,0
21356,10.307,1445.46899,Unknown,[M+2H]2+,null,0.5,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21356,0,0,null,null,null,null,null,null,null,100616.9,20250225_Lipids_LC_pos_06,1445.47156:340330 1446.47623:407345 1447.48089:0,108.92288:2573 148.62917:5630 161.03114:3320 169.06084:4841 173.51672:4880 185.12888:5804 186.08720:16602 210.88783:3450 245.12952:4288 260.16107:16370 279.13177:3843 299.17209:32385 300.17480:5314 312.07242:3449 344.19839:5596 367.51932:4097 370.20944:26781 372.12372:31256 390.13492:22264 398.24301:4998 445.24213:33958 446.24411:9344 458.24573:5478 471.19165:72317 472.19397:16841 489.20276:86283 490.20831:10366 529.27374:10359 544.30927:10959 588.27057:63651 589.27246:10257 590.26935:5678 626.39893:6387 642.36133:11892 645.29303:56804 646.29694:13957 713.39825:15960 753.48767:5649 756.40771:25425 757.40460:10218 758.37744:46304 759.37885:14417 788.43134:38572 789.43542:12022 827.44318:30539 828.44611:10287 841.40979:13170 859.42023:27382 860.42487:12895 861.43054:5127 898.47980:11602 902.47443:39231 903.48090:15918 912.45032:79157 913.45343:26790 914.47144:5801 923.59845:5801 930.47058:8832 931.46063:5081 973.52130:9315 974.51166:15876 992.65222:7727 1036.66028:11139 1037.66138:5056 1043.54517:32434 1044.54102:9374 1045.54858:6887 1071.56018:5346 1075.54553:6303 1082.54883:4816 1109.54724:4675 1114.58118:25221 1115.58167:14244 1120.58105:9261 1135.72522:5476 1213.65100:12954 1214.67041:9866 1221.63904:6237 1222.64453:11348 1284.68481:16534 1285.68176:9011 1369.70508:6769 1397.76697:7611,0,4309,0,0,4654742,6909406,1560899,2842889,2896929,5404947,35039,60602,0,43753,301613,29073
21357,9.469,1445.63513,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21357,0,0,null,null,null,null,null,null,null,21.95,20250225_Lipids_LC_pos_06,1445.63513:141291 1446.63980:30984 1447.64447:0,null,0,0,0,0,391095,235861,309422,673839,202796,506050,0,25024,0,6525,8955,0
21358,10.307,1445.63635,Unknown,[M+2H]2+,null,0.63,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21358,0,0,null,null,null,null,null,null,null,120750.5,20250225_Lipids_LC_pos_04,1445.63635:1342608 1446.64102:1046748 1447.64569:0,null,0,0,0,0,8381977,11637437,2349484,5041418,4681990,7534746,19890,136354,7387,171188,448103,100397
21359,9.999,1445.80029,Unknown,[M+H]+,null,0.13,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21359,0,0,null,null,null,null,null,null,null,50191.08,20250225_Lipids_LC_pos_03,1445.79822:199548 1446.80289:59134 1447.80755:0,156.62700:3296 171.47701:3578 181.23587:3324 185.46251:3441 188.51959:3321 196.70737:3441 260.16013:5421 299.17078:6635 370.20718:10681 372.11972:9865 388.21619:5349 390.13440:5095 445.24518:8408 471.19012:18494 472.19281:7426 480.00076:4366 489.20078:24945 490.20422:4748 588.26642:16446 642.36194:4575 645.29065:19133 758.37372:7931 759.38135:6359 788.43097:12884 789.42529:5890 827.43945:7712 859.42426:7242 902.47766:6445 912.44299:15399 913.44727:9883 1043.54712:11485 1114.58594:6368,0,0,0,0,2197367,5684958,1000969,632287,1589764,2530029,31416,34716,6168,35378,191169,35584
21360,10.304,1445.80225,Unknown,[M+2H]2+,null,0.63,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21360,0,0,null,null,null,null,null,null,null,108199.9,20250225_Lipids_LC_pos_07,1445.80371:879211 1446.80838:0 1447.81305:0,130.69635:3071 173.51056:4778 186.08629:7188 251.76608:3915 260.16083:10292 299.17041:16954 300.17807:3782 344.19839:5873 370.20743:21947 372.12317:20130 390.13242:10149 445.24026:19176 471.19052:54378 472.19397:9384 489.20154:60805 490.20432:14028 529.27521:9455 544.30664:12342 588.26831:39604 589.27081:10488 635.92194:4729 642.35913:11018 645.29077:35859 646.29681:11986 713.39380:5799 756.40472:14982 758.37573:25437 759.38196:8153 788.42877:31797 789.43549:15423 827.43927:20497 828.44019:9305 841.40546:6059 859.42377:23041 860.42859:7245 898.48950:7439 902.47382:25539 903.47540:13358 912.44843:41290 913.45099:22898 914.45404:8367 930.45892:5840 940.49963:4291 973.50409:7193 974.51361:11082 992.64093:4854 1018.83020:4680 1043.53882:22664 1044.53992:11084 1045.55518:5111 1046.52026:5412 1114.56982:15930 1115.58801:7662 1213.63464:10156 1222.61255:6512 1284.67041:5235 1285.67480:7452 1370.68433:7454 1389.26807:4989 1397.77136:6115,0,0,0,0,10628419,15123238,3778467,6480712,6335339,10724588,28707,118970,15077,254384,574488,174621
21361,12.34,1445.84131,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21361,0,0,null,null,null,null,null,null,null,7.43,20250225_Lipids_LC_pos_04,1445.84131:26292 1446.84598:189478 1447.85064:24139,null,0,0,0,0,21934,97557,14474,0,0,0,0,0,0,0,0,0
21362,10.004,1445.96606,Unknown,[M+H]+,null,0.25,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21362,0,0,null,null,null,null,null,null,null,36.85,20250225_Lipids_LC_pos_04,1445.96606:475884 1446.97073:0 1447.97540:80447,106.81738:2983 186.08714:6676 193.46436:3304 204.62703:3170 210.31776:3687 214.89532:3558 260.15958:8695 285.15646:4471 299.17435:5661 370.20789:15052 372.12119:12374 390.13373:8181 445.24103:12734 471.18991:29213 472.18976:10298 489.20062:30259 490.19986:6652 544.30933:6620 588.26825:26601 589.27020:5222 642.36182:6009 645.28882:25212 646.29071:6987 756.40210:9353 758.37653:18008 788.42719:17290 789.42822:11051 827.45160:8745 828.43890:7028 841.40411:5940 859.42523:11749 861.43268:4969 902.46765:14001 903.47223:9331 912.44635:24755 913.45081:11872 974.51941:6799 1043.53467:12206 1093.69690:5051 1115.56006:6346 1213.66577:9864 1284.66663:4826,0,0,0,0,2452634,5098714,1044332,656692,1626352,3066164,24966,37643,9955,12064,169007,11596
21363,12.73,1446.05371,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21363,0,0,null,null,null,null,null,null,null,45.75,20250225_Lipids_LC_pos_07,1446.05371:123793 1447.05838:0 1448.06305:0,null,0,0,0,0,33870,0,0,311747,657927,1185243,0,0,0,0,0,0
21364,12.305,1446.09485,Unknown,[M+2H]2+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21364,0,0,null,null,null,null,null,null,null,22.59,20250225_Lipids_LC_pos_04,1446.09485:197239 1447.09952:126820 1448.10418:0,null,0,0,0,0,171350,576854,122812,29627,0,0,0,0,0,0,0,0
21365,9.962,1446.30237,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21365,0,0,null,null,null,null,null,null,null,31.21,20250225_Lipids_LC_pos_05,1446.30237:59254 1447.30704:0 1448.31170:37638,null,0,0,0,0,1345885,4174446,689263,466593,587642,2041300,15667,28236,3427,12933,39514,10002
21366,12.336,1446.34363,Unknown,[M+2H]2+,null,0.19,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21366,0,0,null,null,null,null,null,null,null,33.64,20250225_Lipids_LC_pos_04,1446.34363:201726 1447.34830:118001 1448.35296:0,null,0,0,0,0,647878,1622973,249487,0,0,0,0,4558,5147,0,0,0
21367,0.782,1446.45593,Unknown,[M+2H]2+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21367,0,0,null,null,null,null,null,null,null,9.87,20250225_Lipids_LC_pos_04,1446.45593:65099 1447.46060:57894 1448.46527:0,null,7857,0,0,0,33034,147058,83741,0,0,6523,0,0,0,0,0,0
