formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C45H86O11	[M + H]+	C45H87O11+	Fatty acids	1,000	Glycerolipids	1,000	Glycosyldiacylglycerols	0,895	Lipids and lipid-like molecules	0,993	Glycerolipids	0,999	Glycosylglycerols	0,914	Glycosyldiradylglycerols	0,854	Glycosyldiacylglycerols	0,752	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Glycosylglycerols; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Glycosyldiacylglycerols; Glycosyldiradylglycerols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	803,628	869	14,477	692055106293567848	692040029987890083	13667	
1	C39H78NO7P	[M + H]+	C39H79NO7P+	Fatty acids	1,000	Glycerophospholipids	1,000	Glycerophosphoethanolamines	0,999	Lipids and lipid-like molecules	0,990	Glycerophospholipids	0,998	Glycerophosphoethanolamines	0,994	1-(1Z-alkenyl),2-acylglycerophosphoethanolamines	0,709	1-(1Z-alkenyl),2-acylglycerophosphoethanolamines	0,709	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerolipids; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphoethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Glycerol vinyl ethers; Alkyl phosphates; Dialkyl phosphates; 1-alkyl,2-acylglycerophosphoethanolamines; 1-(1Z-alkenyl),2-acylglycerophosphoethanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	704,560	869	14,479	692055109074391408	692039964187638371	10997	
1	C32H53N9O9	[M + H]+	C32H54N9O9+	Amino acids and Peptides	0,982	Oligopeptides	0,990	Cyclic peptides	0,853	Organic acids and derivatives	0,999	Carboxylic acids and derivatives	0,996	Amino acids, peptides, and analogues	0,994	Peptides	0,916	Oligopeptides	0,727	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	708,402	869	14,479	692055120034107782	692039966590974943	11092	
1	C34H68N2O2	[M + H]+	C34H69N2O2+	Fatty acids	1,000	Fatty amides	0,999	N-acyl amines	0,929	Lipids and lipid-like molecules	0,995	Fatty Acyls	0,995	Fatty amides	0,995	N-acyl amines	0,975	N-acyl amines	0,975	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	537,535	869	14,484	692055115814637957	692039854338798835	6470	
2	C15H24FNO3	[M + H]+	C15H25FNO3+	Amino acids and Peptides	0,382	Linear polyketides	0,157	Open-chain polyketides	0,175	Organic acids and derivatives	0,904	Carboxylic acids and derivatives	0,819	Carboxylic acid derivatives	0,645	Carboxylic acid amides	0,553	Carboxylic acid amides	0,553	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Alkyl fluorides; Carboxylic acid derivatives; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	286,180	869	14,488	692055104867504479	692039712000876707	1007	
1	C40H72O4	[M + H]+	C40H73O4+	Fatty acids	0,999	Glycerolipids	0,990	Diacylglycerols	0,950	Lipids and lipid-like molecules	0,991	Glycerolipids	0,800	Diradylglycerols	0,604	Diacylglycerols	0,732	1,2-diacylglycerols	0,736	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; 1,2-diacylglycerols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	617,550	870	14,499	692055093383500113	692039904934696227	8560	
1	C42H80NO8P	[M + H]+	C42H81NO8P+	Fatty acids	0,999	Glycerophospholipids	1,000	Glycerophosphoethanolamines	0,998	Lipids and lipid-like molecules	0,981	Glycerophospholipids	0,999	Glycerophosphoethanolamines	0,993	Phosphatidylethanolamines	0,968	Phosphatidylethanolamines	0,968	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphoethanolamines; Phosphatidylethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	758,569	870	14,502	692055111288983929	692040001416286559	12488	
4	C43H71N3O6	[M + H]+	C43H72N3O6+	Polyketides	0,628	Oligopeptides	0,995	Depsipeptides	0,513	Organic acids and derivatives	0,997	Peptidomimetics	0,666	Depsipeptides	0,505			Depsipeptides	0,505	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Depsipeptides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	726,542	870	14,505	692055098022400343	692039980977439739	11622	
2	C20H43NO11	[M + H]+	C20H44NO11+	Fatty acids	0,971	Fatty amides	0,365	N-acyl amines	0,388	Organic oxygen compounds	0,999	Organooxygen compounds	0,996	Alcohols and polyols	0,866	Secondary alcohols	0,603	Secondary alcohols	0,603	Organic compounds; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Dialkyl ethers; Secondary alcohols; Amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	474,291	871	14,509	692055072462311635	692039817827376811	5015	
1	C42H84NO8P	[M + H]+	C42H85NO8P+	Fatty acids	0,999	Glycerophospholipids	1,000	Glycerophosphocholines	0,998	Lipids and lipid-like molecules	0,990	Glycerophospholipids	0,999	Glycerophosphocholines	0,996	Phosphatidylcholines	0,991	Phosphatidylcholines	0,991	Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	762,601	871	14,517	692055134043083180	692040004083864355	12602	
2	C25H47N5O9	[M + H]+	C25H48N5O9+	Fatty acids	0,439	Oligopeptides	0,593	Cyclic peptides	0,301	Organic acids and derivatives	0,985	Carboxylic acids and derivatives	0,964	Amino acids, peptides, and analogues	0,509			Amino acids, peptides, and analogues	0,509	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Hydroxamic acids; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Acetohydroxamic acids; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	562,344	871	14,523	692055139361460666	692039869996138019	7067	
1	C44H86NO8P	[M + H]+	C44H87NO8P+	Fatty acids	0,999	Glycerophospholipids	1,000	Glycerophosphocholines	0,998	Lipids and lipid-like molecules	0,990	Glycerophospholipids	0,999	Glycerophosphocholines	0,996	Phosphatidylcholines	0,990	Phosphatidylcholines	0,990	Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	788,616	872	14,527	692055139646673348	692040022018711011	13296	
1	C36H71NO3	[M + H]+	C36H72NO3+	Fatty acids	1,000	Spingolipids	1,000	Ceramides	1,000	Lipids and lipid-like molecules	0,992	Sphingolipids	0,989	Ceramides	0,998	Long-chain ceramides	0,723	Long-chain ceramides	0,723	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Long-chain ceramides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	566,551	872	14,527	692055167899507894	692039872936345591	7185	
2	C41H80NO7P	[M + H]+	C41H81NO7P+	Fatty acids	0,999	Glycerophospholipids	1,000	Glycerophosphoethanolamines	0,997	Lipids and lipid-like molecules	0,979	Glycerophospholipids	0,999	Glycerophosphoethanolamines	0,990	Phosphatidylethanolamines	0,952	Phosphatidylethanolamines	0,952	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphoethanolamines; Phosphatidylethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	730,575	872	14,528	692055171716324550	692039983938618851	11744	
1	C30H49N3O6	[M + H]+	C30H50N3O6+	Fatty acids	0,958	Spingolipids	0,949	Ceramides	0,248	Lipids and lipid-like molecules	0,964	Sphingolipids	0,948	Ceramides	0,945			Ceramides	0,945	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Organic nitro compounds; Ceramides; Organic oxoazanium compounds; Secondary alcohols; Secondary carboxylic acid amides; Oxadiazoles; Carbonyl compounds; Benzoxadiazoles; Furazans; Benzenoids; Organic zwitterions; Allyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; C-nitro compounds; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	548,365	872	14,530	692055170294455483	692039860668004559	6720	
1	C49H83NO5	[M + H]+	C49H84NO5+	Fatty acids	1,000	Spingolipids	0,985	Ceramides	0,357	Lipids and lipid-like molecules	0,975	Sphingolipids	0,576					Sphingolipids	0,576	Organic compounds; Lipids and lipid-like molecules; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Fatty amides; Carboxylic acid amides; Quaternary ammonium salts; Carboxylic acid derivatives; N-acyl amines; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	766,635	872	14,532	692055168599956663	692040006730470595	12706	
1	C36H69NO2	[M + H]+	C36H70NO2+	Fatty acids	1,000	Spingolipids	1,000	Ceramides	1,000	Lipids and lipid-like molecules	0,994	Sphingolipids	0,987	Ceramides	0,997	Long-chain ceramides	0,748	Long-chain ceramides	0,748	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Long-chain ceramides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	548,541	872	14,532	692055237294267883	692039861062269199	6736	
1	C38H58N6O2	[M + H]+	C38H59N6O2+	Alkaloids	0,381	Oligopeptides	0,129	Steroidal alkaloids	0,037	Organic acids and derivatives	0,968	Carboxylic acids and derivatives	0,961	Amino acids, peptides, and analogues	0,860	Amino acids and derivatives	0,851	Alpha amino acids and derivatives	0,655	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Amines; Tertiary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	631,471	872	14,536	692055239169121947	692039913373637275	8919	
1	C40H78NO8P	[M + Na]+	C40H78NNaO8P+	Fatty acids	0,999	Glycerophospholipids	1,000	Glycerophosphoethanolamines	0,999	Lipids and lipid-like molecules	0,988	Glycerophospholipids	0,999	Glycerophosphoethanolamines	0,996	Phosphatidylethanolamines	0,974	Phosphatidylethanolamines	0,974	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphoethanolamines; Phosphatidylethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	754,535	872	14,537	692055236744814056	692039999197499355	12389	
1	C46H88NO8P	[M + H]+	C46H89NO8P+	Fatty acids	0,999	Glycerophospholipids	1,000	Glycerophosphocholines	0,997	Lipids and lipid-like molecules	0,989	Glycerophospholipids	0,999	Glycerophosphocholines	0,995	Phosphatidylcholines	0,988	Phosphatidylcholines	0,988	Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	814,632	872	14,538	692055220630298079	692040036656834647	13969	
1	C39H75NO5	[M + H]+	C39H76NO5+	Fatty acids	1,000	Spingolipids	0,993	Ceramides	0,618	Lipids and lipid-like molecules	0,978	Sphingolipids	0,756					Sphingolipids	0,756	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	638,573	873	14,551	692055238279929325	692039918448745935	9128	
1	C35H71NO3	[M + H]+	C35H72NO3+	Fatty acids	1,000	Spingolipids	1,000	Ceramides	1,000	Lipids and lipid-like molecules	0,997	Sphingolipids	0,994	Ceramides	0,999	Long-chain ceramides	0,833	Long-chain ceramides	0,833	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Long-chain ceramides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	554,551	873	14,558	692055223306264038	692039865168493455	6899	
2	C50H61NO3	[M + H]+	C50H62NO3+	Fatty acids	0,990	Spingolipids	0,630	Ceramides	0,340	Lipids and lipid-like molecules	0,961	Fatty Acyls	0,831	Fatty amides	0,622	N-acyl amines	0,589	N-acyl amines	0,589	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	724,470	874	14,560	692055271251353746	692039979408769779	11555	
1	C42H84NO8P	[M + Na]+	C42H84NNaO8P+	Fatty acids	0,997	Glycerophospholipids	1,000	Glycerophosphocholines	0,991	Lipids and lipid-like molecules	0,983	Glycerophospholipids	0,998	Glycerophosphocholines	0,989	Phosphatidylcholines	0,978	Phosphatidylcholines	0,978	Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	784,583	874	14,560	692055245498327139	692040019632151627	13192	
3	C45H89N2O6P	[M + H]+	C45H90N2O6P+	Fatty acids	1,000	Spingolipids	1,000	Phosphosphingolipids	0,999	Lipids and lipid-like molecules	0,986	Sphingolipids	0,973	Phosphosphingolipids	0,982			Phosphosphingolipids	0,982	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid amides; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; N-acyl amines; Phosphocholines; Phosphoethanolamines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Phosphosphingolipids; Alkyl phosphates; Dialkyl phosphates; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	785,653	874	14,562	692055285994332319	692040020387126471	13223	
1	C23H45N5O7	[M + H]+	C23H46N5O7+	Amino acids and Peptides	0,917	Oligopeptides	0,916	Cyclic peptides	0,789	Organic acids and derivatives	0,990	Carboxylic acids and derivatives	0,970	Amino acids, peptides, and analogues	0,673	Amino acids and derivatives	0,639	Alpha amino acids and derivatives	0,562	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Lactams; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Hydroxamic acids; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	504,338	874	14,564	692055248006520942	692039835909023919	5673	
1	C27H53N5O9	[M + H]+	C27H54N5O9+	Amino acids and Peptides	0,972	Oligopeptides	0,979	Cyclic peptides	0,945	Organic acids and derivatives	0,997	Carboxylic acids and derivatives	0,990	Amino acids, peptides, and analogues	0,772	Peptides	0,739	Oligopeptides	0,661	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Hydroxamic acids; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	592,391	874	14,564	692055244336504921	692039889373825751	7885	
1	C39H72O5	[M + Na]+	C39H72NaO5+	Fatty acids	1,000	Glycerolipids	1,000	Diacylglycerols	1,000	Lipids and lipid-like molecules	0,999	Glycerolipids	1,000	Diradylglycerols	0,992	Diacylglycerols	0,996	1,2-diacylglycerols	0,992	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; 1,2-diacylglycerols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	643,530	874	14,573	692055249625522292	692039921435090875	9255	
2	C29H57N5O10	[M + H]+	C29H58N5O10+	Amino acids and Peptides	0,940	Oligopeptides	0,922	Cyclic peptides	0,782	Organic acids and derivatives	0,996	Carboxylic acids and derivatives	0,987	Amino acids, peptides, and analogues	0,802	Peptides	0,781	Oligopeptides	0,583	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Hydroxamic acids; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Dialkyl ethers; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	636,417	876	14,593	692055306550616787	692039916154461267	9032	
